"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|DK2","Without Sequence","59.98","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|DK2","Without Sequence","65.18","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|DK2","Without Sequence","65.03","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|DK2","Without Sequence","66.30","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|DK2","Without Sequence","66.72","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|DK2","Without Sequence","66.60","",""
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","BZN|DK2","Without Sequence","70.85","",""
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","BZN|DK2","Without Sequence","73.76","",""
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","BZN|DK2","Without Sequence","92.89","",""
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","BZN|DK2","Without Sequence","96.70","",""
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","BZN|DK2","Without Sequence","109.94","",""
"12/01/2023 18:00:00 - 12/01/2023 19:00:00","BZN|DK2","Without Sequence","116.62","",""
"12/01/2023 19:00:00 - 12/01/2023 20:00:00","BZN|DK2","Without Sequence","98.37","",""
"12/01/2023 20:00:00 - 12/01/2023 21:00:00","BZN|DK2","Without Sequence","74.08","",""
"12/01/2023 21:00:00 - 12/01/2023 22:00:00","BZN|DK2","Without Sequence","74.50","",""
"12/01/2023 22:00:00 - 12/01/2023 23:00:00","BZN|DK2","Without Sequence","66.84","",""
"12/01/2023 23:00:00 - 13/01/2023 00:00:00","BZN|DK2","Without Sequence","42.49","",""
"13/01/2023 00:00:00 - 13/01/2023 01:00:00","BZN|DK2","Without Sequence","32.64","",""
"13/01/2023 01:00:00 - 13/01/2023 02:00:00","BZN|DK2","Without Sequence","21.87","",""
"13/01/2023 02:00:00 - 13/01/2023 03:00:00","BZN|DK2","Without Sequence","16.54","",""
"13/01/2023 03:00:00 - 13/01/2023 04:00:00","BZN|DK2","Without Sequence","18.46","",""
"13/01/2023 04:00:00 - 13/01/2023 05:00:00","BZN|DK2","Without Sequence","24.82","",""
"13/01/2023 05:00:00 - 13/01/2023 06:00:00","BZN|DK2","Without Sequence","30.32","",""
"13/01/2023 06:00:00 - 13/01/2023 07:00:00","BZN|DK2","Without Sequence","56.09","",""
"13/01/2023 07:00:00 - 13/01/2023 08:00:00","BZN|DK2","Without Sequence","85.77","",""
"13/01/2023 08:00:00 - 13/01/2023 09:00:00","BZN|DK2","Without Sequence","95.60","",""
"13/01/2023 09:00:00 - 13/01/2023 10:00:00","BZN|DK2","Without Sequence","98.23","",""
"13/01/2023 10:00:00 - 13/01/2023 11:00:00","BZN|DK2","Without Sequence","92.58","",""
"13/01/2023 11:00:00 - 13/01/2023 12:00:00","BZN|DK2","Without Sequence","84.93","",""
"13/01/2023 12:00:00 - 13/01/2023 13:00:00","BZN|DK2","Without Sequence","76.53","",""
"13/01/2023 13:00:00 - 13/01/2023 14:00:00","BZN|DK2","Without Sequence","71.97","",""
"13/01/2023 14:00:00 - 13/01/2023 15:00:00","BZN|DK2","Without Sequence","75.36","",""
"13/01/2023 15:00:00 - 13/01/2023 16:00:00","BZN|DK2","Without Sequence","81.82","",""
"13/01/2023 16:00:00 - 13/01/2023 17:00:00","BZN|DK2","Without Sequence","85.31","",""
"13/01/2023 17:00:00 - 13/01/2023 18:00:00","BZN|DK2","Without Sequence","96.90","",""
"13/01/2023 18:00:00 - 13/01/2023 19:00:00","BZN|DK2","Without Sequence","96.20","",""
"13/01/2023 19:00:00 - 13/01/2023 20:00:00","BZN|DK2","Without Sequence","91.07","",""
"13/01/2023 20:00:00 - 13/01/2023 21:00:00","BZN|DK2","Without Sequence","84.94","",""
"13/01/2023 21:00:00 - 13/01/2023 22:00:00","BZN|DK2","Without Sequence","76.89","",""
"13/01/2023 22:00:00 - 13/01/2023 23:00:00","BZN|DK2","Without Sequence","76.51","",""
"13/01/2023 23:00:00 - 14/01/2023 00:00:00","BZN|DK2","Without Sequence","68.30","",""
"14/01/2023 00:00:00 - 14/01/2023 01:00:00","BZN|DK2","Without Sequence","49.71","",""
"14/01/2023 01:00:00 - 14/01/2023 02:00:00","BZN|DK2","Without Sequence","44.24","",""
"14/01/2023 02:00:00 - 14/01/2023 03:00:00","BZN|DK2","Without Sequence","45.41","",""
"14/01/2023 03:00:00 - 14/01/2023 04:00:00","BZN|DK2","Without Sequence","42.25","",""
"14/01/2023 04:00:00 - 14/01/2023 05:00:00","BZN|DK2","Without Sequence","41.70","",""
"14/01/2023 05:00:00 - 14/01/2023 06:00:00","BZN|DK2","Without Sequence","41.68","",""
"14/01/2023 06:00:00 - 14/01/2023 07:00:00","BZN|DK2","Without Sequence","45.10","",""
"14/01/2023 07:00:00 - 14/01/2023 08:00:00","BZN|DK2","Without Sequence","53.40","",""
"14/01/2023 08:00:00 - 14/01/2023 09:00:00","BZN|DK2","Without Sequence","53.63","",""
"14/01/2023 09:00:00 - 14/01/2023 10:00:00","BZN|DK2","Without Sequence","56.89","",""
"14/01/2023 10:00:00 - 14/01/2023 11:00:00","BZN|DK2","Without Sequence","66.72","",""
"14/01/2023 11:00:00 - 14/01/2023 12:00:00","BZN|DK2","Without Sequence","65.56","",""
"14/01/2023 12:00:00 - 14/01/2023 13:00:00","BZN|DK2","Without Sequence","65.39","",""
"14/01/2023 13:00:00 - 14/01/2023 14:00:00","BZN|DK2","Without Sequence","62.69","",""
"14/01/2023 14:00:00 - 14/01/2023 15:00:00","BZN|DK2","Without Sequence","66.96","",""
"14/01/2023 15:00:00 - 14/01/2023 16:00:00","BZN|DK2","Without Sequence","73.97","",""
"14/01/2023 16:00:00 - 14/01/2023 17:00:00","BZN|DK2","Without Sequence","75.91","",""
"14/01/2023 17:00:00 - 14/01/2023 18:00:00","BZN|DK2","Without Sequence","73.63","",""
"14/01/2023 18:00:00 - 14/01/2023 19:00:00","BZN|DK2","Without Sequence","69.51","",""
"14/01/2023 19:00:00 - 14/01/2023 20:00:00","BZN|DK2","Without Sequence","62.71","",""
"14/01/2023 20:00:00 - 14/01/2023 21:00:00","BZN|DK2","Without Sequence","51.53","",""
"14/01/2023 21:00:00 - 14/01/2023 22:00:00","BZN|DK2","Without Sequence","43.68","",""
"14/01/2023 22:00:00 - 14/01/2023 23:00:00","BZN|DK2","Without Sequence","40.05","",""
"14/01/2023 23:00:00 - 15/01/2023 00:00:00","BZN|DK2","Without Sequence","35.32","",""
"15/01/2023 00:00:00 - 15/01/2023 01:00:00","BZN|DK2","Without Sequence","27.40","",""
"15/01/2023 01:00:00 - 15/01/2023 02:00:00","BZN|DK2","Without Sequence","27.23","",""
"15/01/2023 02:00:00 - 15/01/2023 03:00:00","BZN|DK2","Without Sequence","24.28","",""
"15/01/2023 03:00:00 - 15/01/2023 04:00:00","BZN|DK2","Without Sequence","13.00","",""
"15/01/2023 04:00:00 - 15/01/2023 05:00:00","BZN|DK2","Without Sequence","7.98","",""
"15/01/2023 05:00:00 - 15/01/2023 06:00:00","BZN|DK2","Without Sequence","4.85","",""
"15/01/2023 06:00:00 - 15/01/2023 07:00:00","BZN|DK2","Without Sequence","6.05","",""
"15/01/2023 07:00:00 - 15/01/2023 08:00:00","BZN|DK2","Without Sequence","10.09","",""
"15/01/2023 08:00:00 - 15/01/2023 09:00:00","BZN|DK2","Without Sequence","14.03","",""
"15/01/2023 09:00:00 - 15/01/2023 10:00:00","BZN|DK2","Without Sequence","19.07","",""
"15/01/2023 10:00:00 - 15/01/2023 11:00:00","BZN|DK2","Without Sequence","17.83","",""
"15/01/2023 11:00:00 - 15/01/2023 12:00:00","BZN|DK2","Without Sequence","11.70","",""
"15/01/2023 12:00:00 - 15/01/2023 13:00:00","BZN|DK2","Without Sequence","6.93","",""
"15/01/2023 13:00:00 - 15/01/2023 14:00:00","BZN|DK2","Without Sequence","6.04","",""
"15/01/2023 14:00:00 - 15/01/2023 15:00:00","BZN|DK2","Without Sequence","6.09","",""
"15/01/2023 15:00:00 - 15/01/2023 16:00:00","BZN|DK2","Without Sequence","19.10","",""
"15/01/2023 16:00:00 - 15/01/2023 17:00:00","BZN|DK2","Without Sequence","27.43","",""
"15/01/2023 17:00:00 - 15/01/2023 18:00:00","BZN|DK2","Without Sequence","30.90","",""
"15/01/2023 18:00:00 - 15/01/2023 19:00:00","BZN|DK2","Without Sequence","27.61","",""
"15/01/2023 19:00:00 - 15/01/2023 20:00:00","BZN|DK2","Without Sequence","25.90","",""
"15/01/2023 20:00:00 - 15/01/2023 21:00:00","BZN|DK2","Without Sequence","12.47","",""
"15/01/2023 21:00:00 - 15/01/2023 22:00:00","BZN|DK2","Without Sequence","20.79","",""
"15/01/2023 22:00:00 - 15/01/2023 23:00:00","BZN|DK2","Without Sequence","31.04","",""
"15/01/2023 23:00:00 - 16/01/2023 00:00:00","BZN|DK2","Without Sequence","32.38","",""
"16/01/2023 00:00:00 - 16/01/2023 01:00:00","BZN|DK2","Without Sequence","35.35","",""
"16/01/2023 01:00:00 - 16/01/2023 02:00:00","BZN|DK2","Without Sequence","36.13","",""
"16/01/2023 02:00:00 - 16/01/2023 03:00:00","BZN|DK2","Without Sequence","36.13","",""
"16/01/2023 03:00:00 - 16/01/2023 04:00:00","BZN|DK2","Without Sequence","38.57","",""
"16/01/2023 04:00:00 - 16/01/2023 05:00:00","BZN|DK2","Without Sequence","41.81","",""
"16/01/2023 05:00:00 - 16/01/2023 06:00:00","BZN|DK2","Without Sequence","45.59","",""
"16/01/2023 06:00:00 - 16/01/2023 07:00:00","BZN|DK2","Without Sequence","66.81","",""
"16/01/2023 07:00:00 - 16/01/2023 08:00:00","BZN|DK2","Without Sequence","86.63","",""
"16/01/2023 08:00:00 - 16/01/2023 09:00:00","BZN|DK2","Without Sequence","154.90","",""
"16/01/2023 09:00:00 - 16/01/2023 10:00:00","BZN|DK2","Without Sequence","161.02","",""
"16/01/2023 10:00:00 - 16/01/2023 11:00:00","BZN|DK2","Without Sequence","150.20","",""
"16/01/2023 11:00:00 - 16/01/2023 12:00:00","BZN|DK2","Without Sequence","150.89","",""
"16/01/2023 12:00:00 - 16/01/2023 13:00:00","BZN|DK2","Without Sequence","147.04","",""
"16/01/2023 13:00:00 - 16/01/2023 14:00:00","BZN|DK2","Without Sequence","110.04","",""
"16/01/2023 14:00:00 - 16/01/2023 15:00:00","BZN|DK2","Without Sequence","137.85","",""
"16/01/2023 15:00:00 - 16/01/2023 16:00:00","BZN|DK2","Without Sequence","141.17","",""
"16/01/2023 16:00:00 - 16/01/2023 17:00:00","BZN|DK2","Without Sequence","146.14","",""
"16/01/2023 17:00:00 - 16/01/2023 18:00:00","BZN|DK2","Without Sequence","129.91","",""
"16/01/2023 18:00:00 - 16/01/2023 19:00:00","BZN|DK2","Without Sequence","88.91","",""
"16/01/2023 19:00:00 - 16/01/2023 20:00:00","BZN|DK2","Without Sequence","80.04","",""
"16/01/2023 20:00:00 - 16/01/2023 21:00:00","BZN|DK2","Without Sequence","65.91","",""
"16/01/2023 21:00:00 - 16/01/2023 22:00:00","BZN|DK2","Without Sequence","59.69","",""
"16/01/2023 22:00:00 - 16/01/2023 23:00:00","BZN|DK2","Without Sequence","51.24","",""
"16/01/2023 23:00:00 - 17/01/2023 00:00:00","BZN|DK2","Without Sequence","46.52","",""
"17/01/2023 00:00:00 - 17/01/2023 01:00:00","BZN|DK2","Without Sequence","47.13","",""
"17/01/2023 01:00:00 - 17/01/2023 02:00:00","BZN|DK2","Without Sequence","42.94","",""
"17/01/2023 02:00:00 - 17/01/2023 03:00:00","BZN|DK2","Without Sequence","42.15","",""
"17/01/2023 03:00:00 - 17/01/2023 04:00:00","BZN|DK2","Without Sequence","40.80","",""
"17/01/2023 04:00:00 - 17/01/2023 05:00:00","BZN|DK2","Without Sequence","41.62","",""
"17/01/2023 05:00:00 - 17/01/2023 06:00:00","BZN|DK2","Without Sequence","45.75","",""
"17/01/2023 06:00:00 - 17/01/2023 07:00:00","BZN|DK2","Without Sequence","60.17","",""
"17/01/2023 07:00:00 - 17/01/2023 08:00:00","BZN|DK2","Without Sequence","70.87","",""
"17/01/2023 08:00:00 - 17/01/2023 09:00:00","BZN|DK2","Without Sequence","73.37","",""
"17/01/2023 09:00:00 - 17/01/2023 10:00:00","BZN|DK2","Without Sequence","72.62","",""
"17/01/2023 10:00:00 - 17/01/2023 11:00:00","BZN|DK2","Without Sequence","73.95","",""
"17/01/2023 11:00:00 - 17/01/2023 12:00:00","BZN|DK2","Without Sequence","76.15","",""
"17/01/2023 12:00:00 - 17/01/2023 13:00:00","BZN|DK2","Without Sequence","79.96","",""
"17/01/2023 13:00:00 - 17/01/2023 14:00:00","BZN|DK2","Without Sequence","75.11","",""
"17/01/2023 14:00:00 - 17/01/2023 15:00:00","BZN|DK2","Without Sequence","72.21","",""
"17/01/2023 15:00:00 - 17/01/2023 16:00:00","BZN|DK2","Without Sequence","75.57","",""
"17/01/2023 16:00:00 - 17/01/2023 17:00:00","BZN|DK2","Without Sequence","76.03","",""
"17/01/2023 17:00:00 - 17/01/2023 18:00:00","BZN|DK2","Without Sequence","76.56","",""
"17/01/2023 18:00:00 - 17/01/2023 19:00:00","BZN|DK2","Without Sequence","73.46","",""
"17/01/2023 19:00:00 - 17/01/2023 20:00:00","BZN|DK2","Without Sequence","67.19","",""
"17/01/2023 20:00:00 - 17/01/2023 21:00:00","BZN|DK2","Without Sequence","60.14","",""
"17/01/2023 21:00:00 - 17/01/2023 22:00:00","BZN|DK2","Without Sequence","53.73","",""
"17/01/2023 22:00:00 - 17/01/2023 23:00:00","BZN|DK2","Without Sequence","47.42","",""
"17/01/2023 23:00:00 - 18/01/2023 00:00:00","BZN|DK2","Without Sequence","43.34","",""
"18/01/2023 00:00:00 - 18/01/2023 01:00:00","BZN|DK2","Without Sequence","39.85","",""
"18/01/2023 01:00:00 - 18/01/2023 02:00:00","BZN|DK2","Without Sequence","38.74","",""
"18/01/2023 02:00:00 - 18/01/2023 03:00:00","BZN|DK2","Without Sequence","38.69","",""
"18/01/2023 03:00:00 - 18/01/2023 04:00:00","BZN|DK2","Without Sequence","38.32","",""
"18/01/2023 04:00:00 - 18/01/2023 05:00:00","BZN|DK2","Without Sequence","42.70","",""
"18/01/2023 05:00:00 - 18/01/2023 06:00:00","BZN|DK2","Without Sequence","52.07","",""
"18/01/2023 06:00:00 - 18/01/2023 07:00:00","BZN|DK2","Without Sequence","130.39","",""
"18/01/2023 07:00:00 - 18/01/2023 08:00:00","BZN|DK2","Without Sequence","166.40","",""
"18/01/2023 08:00:00 - 18/01/2023 09:00:00","BZN|DK2","Without Sequence","181.50","",""
"18/01/2023 09:00:00 - 18/01/2023 10:00:00","BZN|DK2","Without Sequence","176.56","",""
"18/01/2023 10:00:00 - 18/01/2023 11:00:00","BZN|DK2","Without Sequence","140.00","",""
"18/01/2023 11:00:00 - 18/01/2023 12:00:00","BZN|DK2","Without Sequence","130.36","",""
"18/01/2023 12:00:00 - 18/01/2023 13:00:00","BZN|DK2","Without Sequence","122.94","",""
"18/01/2023 13:00:00 - 18/01/2023 14:00:00","BZN|DK2","Without Sequence","120.00","",""
"18/01/2023 14:00:00 - 18/01/2023 15:00:00","BZN|DK2","Without Sequence","123.66","",""
"18/01/2023 15:00:00 - 18/01/2023 16:00:00","BZN|DK2","Without Sequence","140.00","",""
"18/01/2023 16:00:00 - 18/01/2023 17:00:00","BZN|DK2","Without Sequence","150.11","",""
"18/01/2023 17:00:00 - 18/01/2023 18:00:00","BZN|DK2","Without Sequence","160.69","",""
"18/01/2023 18:00:00 - 18/01/2023 19:00:00","BZN|DK2","Without Sequence","155.15","",""
"18/01/2023 19:00:00 - 18/01/2023 20:00:00","BZN|DK2","Without Sequence","130.34","",""
"18/01/2023 20:00:00 - 18/01/2023 21:00:00","BZN|DK2","Without Sequence","120.97","",""
"18/01/2023 21:00:00 - 18/01/2023 22:00:00","BZN|DK2","Without Sequence","119.90","",""
"18/01/2023 22:00:00 - 18/01/2023 23:00:00","BZN|DK2","Without Sequence","117.51","",""
"18/01/2023 23:00:00 - 19/01/2023 00:00:00","BZN|DK2","Without Sequence","111.46","",""
"19/01/2023 00:00:00 - 19/01/2023 01:00:00","BZN|DK2","Without Sequence","83.56","",""
"19/01/2023 01:00:00 - 19/01/2023 02:00:00","BZN|DK2","Without Sequence","83.08","",""
"19/01/2023 02:00:00 - 19/01/2023 03:00:00","BZN|DK2","Without Sequence","82.70","",""
"19/01/2023 03:00:00 - 19/01/2023 04:00:00","BZN|DK2","Without Sequence","84.92","",""
"19/01/2023 04:00:00 - 19/01/2023 05:00:00","BZN|DK2","Without Sequence","92.84","",""
"19/01/2023 05:00:00 - 19/01/2023 06:00:00","BZN|DK2","Without Sequence","104.96","",""
"19/01/2023 06:00:00 - 19/01/2023 07:00:00","BZN|DK2","Without Sequence","118.22","",""
"19/01/2023 07:00:00 - 19/01/2023 08:00:00","BZN|DK2","Without Sequence","149.62","",""
"19/01/2023 08:00:00 - 19/01/2023 09:00:00","BZN|DK2","Without Sequence","159.93","",""
"19/01/2023 09:00:00 - 19/01/2023 10:00:00","BZN|DK2","Without Sequence","155.88","",""
"19/01/2023 10:00:00 - 19/01/2023 11:00:00","BZN|DK2","Without Sequence","154.81","",""
"19/01/2023 11:00:00 - 19/01/2023 12:00:00","BZN|DK2","Without Sequence","138.63","",""
"19/01/2023 12:00:00 - 19/01/2023 13:00:00","BZN|DK2","Without Sequence","146.47","",""
"19/01/2023 13:00:00 - 19/01/2023 14:00:00","BZN|DK2","Without Sequence","151.16","",""
"19/01/2023 14:00:00 - 19/01/2023 15:00:00","BZN|DK2","Without Sequence","155.35","",""
"19/01/2023 15:00:00 - 19/01/2023 16:00:00","BZN|DK2","Without Sequence","170.33","",""
"19/01/2023 16:00:00 - 19/01/2023 17:00:00","BZN|DK2","Without Sequence","180.33","",""
"19/01/2023 17:00:00 - 19/01/2023 18:00:00","BZN|DK2","Without Sequence","173.75","",""
"19/01/2023 18:00:00 - 19/01/2023 19:00:00","BZN|DK2","Without Sequence","156.61","",""
"19/01/2023 19:00:00 - 19/01/2023 20:00:00","BZN|DK2","Without Sequence","151.55","",""
"19/01/2023 20:00:00 - 19/01/2023 21:00:00","BZN|DK2","Without Sequence","145.65","",""
"19/01/2023 21:00:00 - 19/01/2023 22:00:00","BZN|DK2","Without Sequence","143.66","",""
"19/01/2023 22:00:00 - 19/01/2023 23:00:00","BZN|DK2","Without Sequence","119.00","",""
"19/01/2023 23:00:00 - 20/01/2023 00:00:00","BZN|DK2","Without Sequence","106.21","",""
"20/01/2023 00:00:00 - 20/01/2023 01:00:00","BZN|DK2","Without Sequence","146.89","",""
"20/01/2023 01:00:00 - 20/01/2023 02:00:00","BZN|DK2","Without Sequence","144.50","",""
"20/01/2023 02:00:00 - 20/01/2023 03:00:00","BZN|DK2","Without Sequence","142.44","",""
"20/01/2023 03:00:00 - 20/01/2023 04:00:00","BZN|DK2","Without Sequence","142.80","",""
"20/01/2023 04:00:00 - 20/01/2023 05:00:00","BZN|DK2","Without Sequence","144.98","",""
"20/01/2023 05:00:00 - 20/01/2023 06:00:00","BZN|DK2","Without Sequence","150.50","",""
"20/01/2023 06:00:00 - 20/01/2023 07:00:00","BZN|DK2","Without Sequence","176.01","",""
"20/01/2023 07:00:00 - 20/01/2023 08:00:00","BZN|DK2","Without Sequence","208.07","",""
"20/01/2023 08:00:00 - 20/01/2023 09:00:00","BZN|DK2","Without Sequence","235.06","",""
"20/01/2023 09:00:00 - 20/01/2023 10:00:00","BZN|DK2","Without Sequence","221.70","",""
"20/01/2023 10:00:00 - 20/01/2023 11:00:00","BZN|DK2","Without Sequence","209.77","",""
"20/01/2023 11:00:00 - 20/01/2023 12:00:00","BZN|DK2","Without Sequence","201.52","",""
"20/01/2023 12:00:00 - 20/01/2023 13:00:00","BZN|DK2","Without Sequence","189.26","",""
"20/01/2023 13:00:00 - 20/01/2023 14:00:00","BZN|DK2","Without Sequence","181.63","",""
"20/01/2023 14:00:00 - 20/01/2023 15:00:00","BZN|DK2","Without Sequence","182.36","",""
"20/01/2023 15:00:00 - 20/01/2023 16:00:00","BZN|DK2","Without Sequence","192.00","",""
"20/01/2023 16:00:00 - 20/01/2023 17:00:00","BZN|DK2","Without Sequence","200.00","",""
"20/01/2023 17:00:00 - 20/01/2023 18:00:00","BZN|DK2","Without Sequence","208.22","",""
"20/01/2023 18:00:00 - 20/01/2023 19:00:00","BZN|DK2","Without Sequence","208.40","",""
"20/01/2023 19:00:00 - 20/01/2023 20:00:00","BZN|DK2","Without Sequence","197.00","",""
"20/01/2023 20:00:00 - 20/01/2023 21:00:00","BZN|DK2","Without Sequence","175.70","",""
"20/01/2023 21:00:00 - 20/01/2023 22:00:00","BZN|DK2","Without Sequence","166.37","",""
"20/01/2023 22:00:00 - 20/01/2023 23:00:00","BZN|DK2","Without Sequence","163.10","",""
"20/01/2023 23:00:00 - 21/01/2023 00:00:00","BZN|DK2","Without Sequence","147.55","",""
"21/01/2023 00:00:00 - 21/01/2023 01:00:00","BZN|DK2","Without Sequence","144.13","",""
"21/01/2023 01:00:00 - 21/01/2023 02:00:00","BZN|DK2","Without Sequence","140.06","",""
"21/01/2023 02:00:00 - 21/01/2023 03:00:00","BZN|DK2","Without Sequence","140.19","",""
"21/01/2023 03:00:00 - 21/01/2023 04:00:00","BZN|DK2","Without Sequence","133.74","",""
"21/01/2023 04:00:00 - 21/01/2023 05:00:00","BZN|DK2","Without Sequence","131.24","",""
"21/01/2023 05:00:00 - 21/01/2023 06:00:00","BZN|DK2","Without Sequence","132.06","",""
"21/01/2023 06:00:00 - 21/01/2023 07:00:00","BZN|DK2","Without Sequence","130.47","",""
"21/01/2023 07:00:00 - 21/01/2023 08:00:00","BZN|DK2","Without Sequence","140.25","",""
"21/01/2023 08:00:00 - 21/01/2023 09:00:00","BZN|DK2","Without Sequence","152.48","",""
"21/01/2023 09:00:00 - 21/01/2023 10:00:00","BZN|DK2","Without Sequence","171.66","",""
"21/01/2023 10:00:00 - 21/01/2023 11:00:00","BZN|DK2","Without Sequence","170.01","",""
"21/01/2023 11:00:00 - 21/01/2023 12:00:00","BZN|DK2","Without Sequence","156.94","",""
"21/01/2023 12:00:00 - 21/01/2023 13:00:00","BZN|DK2","Without Sequence","147.91","",""
"21/01/2023 13:00:00 - 21/01/2023 14:00:00","BZN|DK2","Without Sequence","137.02","",""
"21/01/2023 14:00:00 - 21/01/2023 15:00:00","BZN|DK2","Without Sequence","136.58","",""
"21/01/2023 15:00:00 - 21/01/2023 16:00:00","BZN|DK2","Without Sequence","135.90","",""
"21/01/2023 16:00:00 - 21/01/2023 17:00:00","BZN|DK2","Without Sequence","144.22","",""
"21/01/2023 17:00:00 - 21/01/2023 18:00:00","BZN|DK2","Without Sequence","173.92","",""
"21/01/2023 18:00:00 - 21/01/2023 19:00:00","BZN|DK2","Without Sequence","178.89","",""
"21/01/2023 19:00:00 - 21/01/2023 20:00:00","BZN|DK2","Without Sequence","140.08","",""
"21/01/2023 20:00:00 - 21/01/2023 21:00:00","BZN|DK2","Without Sequence","134.51","",""
"21/01/2023 21:00:00 - 21/01/2023 22:00:00","BZN|DK2","Without Sequence","129.34","",""
"21/01/2023 22:00:00 - 21/01/2023 23:00:00","BZN|DK2","Without Sequence","107.87","",""
"21/01/2023 23:00:00 - 22/01/2023 00:00:00","BZN|DK2","Without Sequence","89.92","",""
"22/01/2023 00:00:00 - 22/01/2023 01:00:00","BZN|DK2","Without Sequence","79.40","",""
"22/01/2023 01:00:00 - 22/01/2023 02:00:00","BZN|DK2","Without Sequence","79.17","",""
"22/01/2023 02:00:00 - 22/01/2023 03:00:00","BZN|DK2","Without Sequence","73.06","",""
"22/01/2023 03:00:00 - 22/01/2023 04:00:00","BZN|DK2","Without Sequence","71.45","",""
"22/01/2023 04:00:00 - 22/01/2023 05:00:00","BZN|DK2","Without Sequence","70.01","",""
"22/01/2023 05:00:00 - 22/01/2023 06:00:00","BZN|DK2","Without Sequence","62.59","",""
"22/01/2023 06:00:00 - 22/01/2023 07:00:00","BZN|DK2","Without Sequence","61.42","",""
"22/01/2023 07:00:00 - 22/01/2023 08:00:00","BZN|DK2","Without Sequence","64.92","",""
"22/01/2023 08:00:00 - 22/01/2023 09:00:00","BZN|DK2","Without Sequence","86.01","",""
"22/01/2023 09:00:00 - 22/01/2023 10:00:00","BZN|DK2","Without Sequence","120.99","",""
"22/01/2023 10:00:00 - 22/01/2023 11:00:00","BZN|DK2","Without Sequence","137.64","",""
"22/01/2023 11:00:00 - 22/01/2023 12:00:00","BZN|DK2","Without Sequence","124.39","",""
